No.,Year,Paper,Year_R,Paper_Ref
2021,2020,A comparative study of graphic symbol recognition methods,2005,Retracted: Invariance image analysis using modified zernike moments
2022,2020,A comparative study of graphic symbol recognition methods,1995,Understanding engineering drawings: A survey
2023,2020,A comparative study of graphic symbol recognition methods,1999,A comparative study of efficient generalised hough transform techniques
2024,2020,A comparative study of graphic symbol recognition methods,1990,A system for interpretation of line drawings
2025,2020,A comparative study of graphic symbol recognition methods,1995,An experimental comparison of autoregressive and fourier-based descriptors in 2d shape classification
2026,2020,A comparative study of graphic symbol recognition methods,2004,Image retrieval from the world wide web. Issues. techniques. and systems
2027,2020,A comparative study of graphic symbol recognition methods,1990,Invariant image recognition by Zernike moments
2028,2020,A comparative study of graphic symbol recognition methods,1993,Recognition of logic diagrams by identifying loops and rectilinear polylines
2029,2020,A comparative study of graphic symbol recognition methods,1982,Syntactic pattern recognition and applications
2030,2020,A comparative study of graphic symbol recognition methods,1995,Recognition of objects in images of paper based line drawings
2031,2020,A comparative study of graphic symbol recognition methods,1990,{R}andomized{H}ough{T}ransform{(RHT)}
2032,2020,A comparative study of graphic symbol recognition methods,1988,Pattern recognition by graph matching-combinatorial versus continuous optimization
2033,2020,A comparative study of graphic symbol recognition methods,1992,Thinning methodologies-a comprehensive survey
2034,2020,A comparative study of graphic symbol recognition methods,1997,Optical formula recognition
2035,2020,A comparative study of graphic symbol recognition methods,1990,Translation-. Rotation-. and Scale- Invariant Recognition of Hand-Drawn Symbols in Schematic Diagrams
2036,2020,A comparative study of graphic symbol recognition methods,1992,Recognizing hand-drawn electrical circuit symbols with attributed graph matching
2037,2020,A comparative study of graphic symbol recognition methods,1994,Understanding mathematical expressions using procedure-oriented transformation
2038,2020,A comparative study of graphic symbol recognition methods,2007,An efficient graph-based recognizer for hand-drawn symbols
2039,2020,A comparative study of graphic symbol recognition methods,2016,An online handwritten recognition system of music score
2040,2020,A comparative study of graphic symbol recognition methods,1998,On the accuracy of zernike moments for image analysis
2041,2020,A comparative study of graphic symbol recognition methods,1987,New forms of shape invariants from elliptic fourier descriptors
2042,2020,A comparative study of graphic symbol recognition methods,2004,A structural approach to recognizing incomplete graphic objects
2043,2020,A comparative study of graphic symbol recognition methods,2014,Mathematical formula identification and performance evaluation in pdf documents
2044,2020,A comparative study of graphic symbol recognition methods,2012,Note symbol recognition for music scores
2045,2020,A comparative study of graphic symbol recognition methods,1997,Combining graph matching and hough transform for handdrawn graphical document analysis. Application to Architectural Drawings. Phd. Universitat Autonoma de Barcelona
2046,2020,A comparative study of graphic symbol recognition methods,1997,A systemto understand hand-drawn floor plans using subgraph isomorphism and hough transform
2047,2020,A comparative study of graphic symbol recognition methods,1999,A Hough-based method for hatched pattern detection in maps and diagrams
2048,2020,A comparative study of graphic symbol recognition methods,1998,A string based method to recognize symbols and structural textures in architectural plans
2049,2020,A comparative study of graphic symbol recognition methods,2002,Symbol recognition: current advances and perspectives
2050,2020,A comparative study of graphic symbol recognition methods,2004,Graph matching versus graph parsing in graphics recognition a combined approach
2051,2020,A comparative study of graphic symbol recognition methods,2009,Graphic symbol recognition using graph based signature and bayesian network classifier
2052,2020,A comparative study of graphic symbol recognition methods,2010,Employing fuzzy intervals and loop-based methodology for designing structural signature: an application to symbol recognition
2053,2020,A comparative study of graphic symbol recognition methods,2010,Fuzzy intervals for designing structural signature: An application to graphic symbol recognition
2054,2020,A comparative study of graphic symbol recognition methods,2010,A fuzzy-interval based approach for explicit graph embedding
2055,2020,A comparative study of graphic symbol recognition methods,2011,Dimensionality reduction for fuzzy-interval based explicit graph embedding
2056,2020,A comparative study of graphic symbol recognition methods,2013,Fuzzy multilevel graph embedding
2057,2020,A comparative study of graphic symbol recognition methods,2014,Whats right with a syntactic approach to theories and models
2058,2020,A comparative study of graphic symbol recognition methods,1991,An intelligent map-to-cad conversion system
2059,2020,A comparative study of graphic symbol recognition methods,1991,Polygonal shape recognition using string-matching techniques
2060,2020,A comparative study of graphic symbol recognition methods,1984,Data structures and algorithms. Volume 2: Graph algorithms and NP-completeness
2061,2020,A comparative study of graphic symbol recognition methods,2000,Efficient subgraph isomorphism detection: a decomposition approach
2062,2020,A comparative study of graphic symbol recognition methods,2017,The recognition of the point symbols in the scanned topographic maps
2063,2020,A comparative study of graphic symbol recognition methods,1993,Using web grammar to recognize dimensions in engineering drawings
2064,2020,A comparative study of graphic symbol recognition methods,1996,Note symbol extraction for printed piano scores using neural networks
2065,2020,A comparative study of graphic symbol recognition methods,2016,Advancing the state of the art for handwritten math recognition: the crohme competitions
2066,2020,A comparative study of graphic symbol recognition methods,1996,Verification-based approach for automated text and feature extraction from raster-scanned maps
2067,2020,A comparative study of graphic symbol recognition methods,1968,State of the art in pattern recognition
2068,2020,A comparative study of graphic symbol recognition methods,1995,Basic techniques and symbol-level recognition-an overview
2069,2020,A comparative study of graphic symbol recognition methods,1988,An Automatic Circuit Diagram Reader with Loop-Structured-Based Symbol Recognition
2070,2020,A comparative study of graphic symbol recognition methods,1998,Detecting image purpose in world wide web documents
2071,2020,A comparative study of graphic symbol recognition methods,1991,A fuzzy medial axis transformation based on fuzzy disks
2072,2020,A comparative study of graphic symbol recognition methods,2003,Recognition of partially occluded objects using probabilistic arg (attributed relational graph)-based matching
2073,2020,A comparative study of graphic symbol recognition methods,2016,Hand-drawn Digital Logic Circuit Component Recognition using SVM
2074,2020,A comparative study of graphic symbol recognition methods,1977,Structural Pattern Recognition
2075,2020,A comparative study of graphic symbol recognition methods,1977,Shape discrimination using fourier descriptors
2076,2020,A comparative study of graphic symbol recognition methods,2018,Efficient system for color logo recognition based on self-organizing map and relevance feedback technique
2077,2020,A comparative study of graphic symbol recognition methods,1992,A survey of moment-based techniques for unoccluded object representation and recognition
2078,2020,A comparative study of graphic symbol recognition methods,2007,Combination of symbolic and statistical features for symbols recognition
2079,2020,A comparative study of graphic symbol recognition methods,2016,Hand Drawn Optical Circuit Recognition
2080,2020,A comparative study of graphic symbol recognition methods,2000,A structural representation adapted to handwritten symbol recognition
2081,2020,A comparative study of graphic symbol recognition methods,2000,A structural representation for understanding line-drawing images
2082,2020,A comparative study of graphic symbol recognition methods,1993,Printed music recognition
2083,2020,A comparative study of graphic symbol recognition methods,2010,Optical recognition of music symbols
2084,2020,A comparative study of graphic symbol recognition methods,1996,A system for efficient and robust map symbol recognition
2085,2020,A comparative study of graphic symbol recognition methods,2004,String edit distance. random walks and graph matching
2086,2020,A comparative study of graphic symbol recognition methods,1984,Image analysis: problems. progress and prospects
2087,2020,A comparative study of graphic symbol recognition methods,1986,Axial representations of shape
2088,2020,A comparative study of graphic symbol recognition methods,1990,Array. tree and graph grammars. Syntactic and Structural Pattern Recognition: Theory and Applications
2089,2020,A comparative study of graphic symbol recognition methods,1982,Digital Picture Processing
2090,2020,A comparative study of graphic symbol recognition methods,1997,Techniques for assessing polygonal approximations of curves
2091,2020,A comparative study of graphic symbol recognition methods,1997,A modified fourier descriptor for shape matching in mars
2092,2020,A comparative study of graphic symbol recognition methods,2006,Symbol spotting in technical drawings using vectorial signatures
2093,2020,A comparative study of graphic symbol recognition methods,2008,Word and symbol spotting using spatial organization of local descriptors
2094,2020,A comparative study of graphic symbol recognition methods,2009,Logo spotting by a bag-of-words approach for document categorization
2095,2020,A comparative study of graphic symbol recognition methods,1988,A survey of thresholding techniques
