0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.150000	0.000000	0.300000	0.000000	0.000000	0.000000	0.050000	0.000000	0.000000	0.150000	0.150000	0.100000	0.000000
0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.250000	0.000000	0.000000	0.250000	0.000000
0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.250000	0.000000	0.200000	0.000000	0.000000
0.000000	0.200000	0.000000	0.000000	0.100000	0.000000	0.000000	0.000000	0.100000	0.000000	0.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.100000	0.000000
0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300000	0.300000	0.100000	0.100000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.100000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150000	0.100000	0.400000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000
0.000000	0.100000	0.000000	0.000000	0.000000	0.700000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.000000
0.000000	0.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.300000	0.000000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.300000	0.000000
0.100000	0.050000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100000	0.100000	0.050000	0.000000
0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000
0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.400000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.500000	0.000000
0.220000	0.180000	0.000000	0.000000	0.000000	0.220000	0.180000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000
0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000
0.000000	0.100000	0.000000	0.000000	0.350000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.350000	0.000000	0.100000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.300000	0.000000	0.300000	0.000000	0.000000	0.100000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.400000	0.000000	0.250000	0.000000	0.050000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050000	0.000000
0.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.150000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000
0.000000	0.400000	0.000000	0.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.150000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
